Title,Affiliation,Authors
Robot Assisted Interventions for Individuals with Intellectual Disabilities: Impact on Users and Caregivers,"['Indraprastha Institute of Information Technology, Delhi (IIIT-D), New Delhi, India', 'Instituto de Robótica para la Dependencia, Sitges, Barcelona, Spain', 'Intelligent Robotics and Computer Vision Group, Universitat Rovira i Virgili, Tarragona, Spain']","['Jainendra Shukla', 'Jainendra Shukla\xa0&\xa0Joan Oliver', 'Jainendra Shukla,\xa0Julián Cristiano,\xa0Joan Oliver\xa0&\xa0Domènec Puig']"
Studying Design Aspects for Social Robots Using a Generic Gesture Method,"['Robotics and Multibody Mechanics Research Group, Vrije Universiteit Brussel, Brussels, Belgium', 'Flexible Assembly Flanders Make, Louvain, Belgium']","['Greet Van\xa0de\xa0Perre,\xa0Albert De\xa0Beir,\xa0Hoang-Long Cao,\xa0Pablo Gómez Esteban,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght', 'Greet Van\xa0de\xa0Perre,\xa0Albert De\xa0Beir,\xa0Hoang-Long Cao,\xa0Pablo Gómez Esteban,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght']"
Human–Robot Shared Control for Path Generation and Execution,"['Signals and Systems Laboratory (SisyLab), Institute of Electrical and Electronic Engineering (IGEE), University M’hamed Bougara of Boumerdès (UMBB), Boulevard de l’Indépendance, 35000, Boumerdès, Algeria', 'Division Productique et Robotique (DPR), Centre de Développement des Technologies Avancées (CDTA), BP 17, Baba Hassen, 16303, Algiers, Algeria']","['Hadjira Belaidi\xa0&\xa0Hamid Bentarzi', 'Abdelfetah Hentout']"
Physical Analysis of Handshaking Between Humans: Mutual Synchronisation and Social Context,"['HÉPHAÏSTOS project, INRIA, Université Côte d’Azur, Nice, France', 'LORIA UMR 7503, University of Lorraine-INRIA-CNRS, 54506, Nancy, France']","['Artem Melnyk', 'Patrick Hénaff']"
How Robots Influence Humans: A Survey of Nonverbal Communication in Social Human–Robot Interaction,"['Autonomous Systems and Biomechatronics Laboratory, Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, M5S 3G8, Canada']",['Shane Saunderson\xa0&\xa0Goldie Nejat']
Correction to: Editorial,"['Social Robotics Laboratory, Smart Systems Institute, Department of Electrical and Computer Engineering, The National University of Singapore, Singapore, Singapore', 'Institute for Future (IFF), Qingdao University, Qingdao, 266071, China', 'Centre for Robotics, UESTC, Chengdu, China', 'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Genoa, Italy', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Agnieszka Wykowska', 'Oussama Khatib']"
Editorial,"['Social Robotics Laboratory, Smart Systems Institute, Department of Electrical and Computer Engineering, The National University of Singapore, Singapore, Singapore', 'Institute for Future (IFF), Qingdao University, Qingdao, 266071, China', 'Centre for Robotics, UESTC, Chengdu, China', 'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Genoa, Italy', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Agnieszka Wykowska', 'Oussama Khatib']"
Improved Cognitive Control in Presence of Anthropomorphized Robots,"['Université Clermont Auvergne, CNRS, LAPSCO, 63000, Clermont-Ferrand, France', 'Laboratoire Psychologie du Développement Cognitif, Université de Fribourg, Fribourg, Switzerland', 'CRFDP (EA 7475), Université de Rouen Normandie, 76000, Rouen, France', 'Université Clermont Auvergne, CNRS, LIMOS, 63000, Clermont-Ferrand, France']","['Nicolas Spatola,\xa0Pierre Chausse,\xa0Alice Normand,\xa0Ludovic Ferrand\xa0&\xa0Pascal Huguet', 'Clément Belletier', 'Maria Augustinova', 'Vincent Barra']"
"Architecture and Design of a Wearable Robotic System for Body Posture Monitoring, Correction, and Rehabilitation Assist","['The State Key Laboratory of Bioelectronics, Jiangsu Key Lab of Remote Measurement and Control, School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China']","['Jun Zhang,\xa0Hui Zhang,\xa0Chengcheng Dong,\xa0Fanzhang Huang,\xa0Qi Liu\xa0&\xa0Aiguo Song']"
Understanding of Human Behavior with a Robotic Agent Through Daily Activity Analysis,"['Information Technologies Institute, Centre for Research and Technology Hellas, 6th Km Charilaou-Thermi Road, 57001, Thermi, Thessaloniki, Greece', 'Department of Electrical and Electronic Engineering, Imperial College London, London, SW7 2AZ, UK']","['Ioannis Kostavelis,\xa0Evangelos Skartados,\xa0Andreas Kargakos,\xa0Dimitrios Giakoumis\xa0&\xa0Dimitrios Tzovaras', 'Manolis Vasileiadis\xa0&\xa0Christos-Savvas Bouganis']"
Leveraging Robotics Research for Children with Autism: A Review,"['Department of Electronics and Information Systems, Faculty of Engineering and Architecture, Ghent University - imec, Ghent, Belgium']","['Luthffi Idzhar Ismail,\xa0Thibault Verhoeven,\xa0Joni Dambre\xa0&\xa0Francis Wyffels']"
Perceived Human-Likeness of Social Robots: Testing the Rasch Model as a Method for Measuring Anthropomorphism,"['Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands']","['Peter A. M. Ruijten,\xa0Antal Haans,\xa0Jaap Ham\xa0&\xa0Cees J. H. Midden']"
Influence of Embodiment and Substrate of Social Robots on Users’ Decision-Making and Attitude,"['Department of Industrial Engineering, Tsinghua University, Beijing, China']",['Bingcheng Wang\xa0&\xa0Pei-Luen Patrick Rau']
Modeling the Interactions of Context and Style on Affect in Motion Perception: Stylized Gaits Across Multiple Environmental Contexts,"['Mechanical Science and Engineering Department, University of Illinois Urbana-Champaign, Urbana, IL, 61801, USA']",['Madison Heimerdinger\xa0&\xa0Amy LaViers']
A Study on Different User Interfaces for Teaching Virtual Borders to Mobile Robots,"['Bielefeld University of Applied Sciences, Campus Minden, 32427, Minden, Germany', 'Faculty of Computer Science, Otto-von-Guericke University Magdeburg, 39106, Magdeburg, Germany']","['Dennis Sprute\xa0&\xa0Matthias König', 'Dennis Sprute\xa0&\xa0Klaus Tönnies']"
"Knowledge Representation for Culturally Competent Personal Robots: Requirements, Design Principles, Implementation, and Assessment","['University of Genoa, via Opera Pia 13, 16145, Genoa, Italy', 'Middlesex University Higher Education Corporation, The Burroughs, Hendon, London, NW4 4BT, UK', 'Örebro University, Fakultetsgatan 1, S-70182, Örebro, Sweden']","['Barbara Bruno,\xa0Carmine Tommaso Recchiuto,\xa0Roberto Menicatti,\xa0Fulvio Mastrogiovanni,\xa0Renato Zaccaria\xa0&\xa0Antonio Sgorbissa', 'Irena Papadopoulos\xa0&\xa0Christina Koulouglioti', 'Alessandro Saffiotti']"
Editorial,"['Social Robotics Laboratory, Smart Systems Institute, The National University of Singapore, Singapore, Singapore', 'Institute for Future (IFF), Qingdao University, Qingdao, 266071, China', 'Centre for Robotics, UESTC, Chengdu, China', 'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Genoa, Italy', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Agnieszka Wykowska', 'Oussama Khatib']"
Skeleton-Based Human Action Recognition by Pose Specificity and Weighted Voting,"['Department of Electronic Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong, China', 'Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, USA', 'The Shenzhen Research Institute, Chinese University of Hong Kong in Shenzhen, Shenzhen, China']","['Tingting Liu,\xa0Jiaole Wang\xa0&\xa0Max Q.-H. Meng', 'Seth Hutchinson', 'Max Q.-H. Meng']"
A Feasibility Study for Validating Robot Actions Using EEG-Based Error-Related Potentials,"['Chair for Cognitive Systems, Department of Electrical and Computer Engineering, Technical University of Munich (TUM), Arcisstrasse 21, 80333, Munich, Germany']",['Stefan K. Ehrlich\xa0&\xa0Gordon Cheng']
Dating a Synthetic Character is Like Dating a Man,"['Department of Computing and School of Design, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong', 'Department of Communication Science, Vrije Universiteit Amsterdam, Amsterdam, Netherlands']","['Johan F. Hoorn', 'Johan F. Hoorn,\xa0Elly A. Konijn\xa0&\xa0Matthijs A. Pontier']"
"Adult Verbal Comprehension Performance is Better from Human Speakers than Social Robots, but only for Easy Questions","['Labs Department, Klick Health, Klick Inc, 175 Bloor Street East, Suite 300, Toronto, ON, M4W 3R8, Canada']","['Adam Palanica,\xa0Anirudh Thommandram\xa0&\xa0Yan Fossat']"
Head Impact Severity Measures for Small Social Robots Thrown During Meltdown in Autism,"['Department of Mechanical and Industrial Engineering, Qatar University, Doha, 2713, Qatar', 'Department of Electronics, Information and Bioengineering, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133, Milano, Italy']","['Ahmad Yaser Alhaddad\xa0&\xa0John-John Cabibihan', 'Ahmad Yaser Alhaddad\xa0&\xa0Andrea Bonarini']"
The Social Perception of Humanoid and Non-Humanoid Robots: Effects of Gendered and Machinelike Features,"['Department of Psychology, Barnard College, 3009 Broadway, New York, NY, 10027, USA', 'Department of Communication, 2225 Rolfe Hall, University of California, Los Angeles, Box 951538, Los Angeles, CA, 90095-1538, USA']","['Steven J. Stroessner', 'Jonathan Benitez']"
A Study on the Deployment of a Service Robot in an Elderly Care Center,"['Citard Services Ltd., 1 Evrytanias Str., 2064, Strovolos, Nicosia, Cyprus', 'IDMind - Engenharia de Sistemas, Lda., 1600-546, Lisbon, Portugal', 'Department of Computer Science, University of Cyprus, PO Box 20537, 1678, Nicosia, Cyprus', 'Institute of Systems and Robotics, University of Coimbra, 3030-290, Coimbra, Portugal', 'Khalifa University of Science, Technology and Research (KUSTAR), Al Saada Street, Abu Dhabi, 127788, UAE']","['David Portugal\xa0&\xa0Eleni Christodoulou', 'Paulo Alvito', 'George Samaras', 'Jorge Dias', 'Jorge Dias']"
Social Touch in Human–Robot Interaction: Robot-Initiated Touches can Induce Positive Responses without Extensive Prior Bonding,"['Human Media Interaction Group, University of Twente, P.O. Box 217, 7500 AE, Enschede, The Netherlands', 'Perceptual and Cognitive Systems Group, TNO, P.O. Box 23, 3769 ZG, Soesterberg, The Netherlands']","['Christian J. A. M. Willemse\xa0&\xa0Jan B. F. van Erp', 'Christian J. A. M. Willemse\xa0&\xa0Jan B. F. van Erp']"
Will Older Adults Accept a Humanoid Robot as a Walking Partner?,"['Intelligent Robotics and Communication Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'Faculty of Science and Technology, Ryukoku University, Shiga, Japan', 'Graduate school of Engineering Science, Osaka University, Toyonaka-shi, Osaka, Japan']","['Deneth Karunarathne,\xa0Yoichi Morales,\xa0Tatsuya Nomura\xa0&\xa0Takayuki Kanda', 'Tatsuya Nomura', 'Deneth Karunarathne\xa0&\xa0Hiroshi Ishiguro']"
Free Kinematic Singularity Controller for a Planetary Gear Based Cobot,"['SLU, Umeå, Sweden', 'CINVESTAV-IPN, Mexico City, Mexico']","['Omar Mendoza-Trejo', 'Erick A. Padilla-García,\xa0Carlos A. Cruz-Villar\xa0&\xa0Alejandro Rodríguez-Angeles']"
Correction to: Socially Assistive Robot for Providing Recommendations: Comparing a Humanoid Robot with a Mobile Application,"['Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy', 'Department of Physics, University of Naples Federico II, Naples, Italy']","['Silvia Rossi\xa0&\xa0Anna Tamburro', 'Mariacarla Staffa']"
Editorial,"['Social Robotics Laboratory, Smart Systems Institute, The National University of Singapore, Singapore, Singapore', 'Centre for Robotics, UESTC, Chengdu, China', 'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Genoa, Italy', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Agnieszka Wykowska', 'Oussama Khatib']"
Investigating the Effect of a Humanoid Robot’s Head Position on Imitating Human Emotions,"['Human Technology Interaction, Eindhoven University of Technology, Eindhoven, The Netherlands']",['David O. Johnson\xa0&\xa0Raymond H. Cuijpers']
Hierarchical Human Machine Interaction Learning for a Lower Extremity Augmentation Device,"['State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150080, People’s Republic of China', 'School of Astronautics, Harbin Institute of Technology, Harbin, 150080, People’s Republic of China', 'Weapon Equipment Research Institute, China Ordnance Industries Group, Beijing, 102202, People’s Republic of China']","['Likun Wang,\xa0Zhijiang Du\xa0&\xa0Wei Dong', 'Likun Wang\xa0&\xa0Yi Shen', 'Guangyu Zhao']"
Human-Like Motion Planning Based on Game Theoretic Decision Making,"['Chair of Automatic Control Engineering, Technical University of Munich, 80290, Munich, Germany']",['Annemarie Turnwald\xa0&\xa0Dirk Wollherr']
"SAM, an Assistive Robotic Device Dedicated to Helping Persons with Quadriplegia: Usability Study","['CRF COS Divio, 21000, Dijon, France', 'APPROCHE, 56275, Ploemeur, France', 'APPROCHE, 34090, Montpellier, France', 'CHU Lapeyronie Service MPR, 34090, Montpellier, France', 'CENTRE Jacques Calvé, 62608, Berck-sur-Mer, France', 'USSAP, Centre Bouffard-Vercelli, 66000, Cerbère, France', 'Interactive Robotics Lab, CEA LIST DIASI, 92191, Gif Sur Yvette, France', 'CRF La Châtaigneraie, Rue Bernard Astruc, 95180, Menucourt, France']","['Charles Fattal', 'Charles Fattal', 'Violaine Leynaert', 'Isabelle Laffont', 'Axelle Baillet', 'Michel Enjalbert', 'Christophe Leroux', 'Charles Fattal']"
Communication Support via a Tele-Operated Robot for Easier Talking: Case/Laboratory Study of Individuals with/Without Autism Spectrum Disorder,"['Graduate School of Engineering Science, Osaka University/JST ERATO Ishiguro Symbiotic Human-Robot Interaction Project, 1-3 Machikane-yama, Toyonaka, Osaka, 560-8531, Japan', 'Research Center for Child Mental Development, Kanazawa University, 13-1 Takaramachi, Kanazawa, Ishikawa, 920-8640, Japan', 'AIST, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan', 'Donguri Psycho Developmental Clinic for Developmental Disorder, 14-5, 4 Minami-Karasu-yama, Setagaya, Tokyo, 157-0062, Japan']","['Jiro Shimaya,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro', 'Hirokazu Kumazaki', 'Yoshio Matsumoto', 'Masutomo Miyao']"
User-Adaptive Interaction in Social Robots: A Survey Focusing on Non-physical Interaction,"['Institute of Systems and Robotics, University of Coimbra, 3030-290, Coimbra, Portugal', 'Khalifa University of Science, Technology and Research (KUSTAR), Abu Dhabi, UAE']","['Gonçalo S. Martins,\xa0Luís Santos\xa0&\xa0Jorge Dias', 'Jorge Dias']"
Impacts of Visual Occlusion and Its Resolution in Robot-Mediated Social Collaborations,"['CARIS Lab, Mechanical Engineering Department, University of British Columbia, Vancouver, Canada']","['Sina Radmard,\xa0AJung Moon\xa0&\xa0Elizabeth A. Croft']"
Social Robots and Seniors: A Comparative Study on the Influence of Dynamic Social Features on Human–Robot Interaction,"['Autonomous Systems and Biomechatronics Laboratory (ASBLab), Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, M5S 3G8, Canada', 'Intelligent Assistive Technology and Systems Lab (IATSL), University of Toronto and Toronto Rehabilitation Institute, University Health Network, 500 University Ave, Toronto, ON, M5G 1V7, Canada', 'AGE-WELL Network of Centres of Excellence Inc., 550 University Ave, Toronto, ON, M5G 2A2, Canada']","['Christina Moro,\xa0Shayne Lin\xa0&\xa0Goldie Nejat', 'Christina Moro\xa0&\xa0Alex Mihailidis', 'Christina Moro,\xa0Goldie Nejat\xa0&\xa0Alex Mihailidis']"
"Softness, Warmth, and Responsiveness Improve Robot Hugs","['Haptics Group, GRASP Laboratory, University of Pennsylvania, Philadelphia, USA', 'Haptic Intelligence Department, Max Planck Institute for Intelligent Systems, Stuttgart, Germany', 'Max Planck ETH Center for Learning Systems, Zurich, Switzerland']","['Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker', 'Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker', 'Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker']"
Investigation of Causal Relationship Between Touch Sensations of Robots and Personality Impressions by Path Analysis,"['Graduate School of Engineering, Osaka University, 2-1 Yamadaoka, Suita, Osaka, Japan', 'Research Center for Child Mental Development, Kanazawa University, 13-1 Takaramachi, Kanazawa, Ishikawa, Japan']","['Yuki Yamashita,\xa0Hisashi Ishihara\xa0&\xa0Minoru Asada', 'Takashi Ikeda']"
The Background Context Condition for the Uncanny Valley Hypothesis,"['Department of Logic and Cognitive Science, Institute of Psychology, Reasoning Research Group, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Institute of Psychology, Reasoning Research Group, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Department of Logic and Cognitive Science, Institute of Psychology, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Faculty of Mathematics and Computer Science, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland']","['Paweł Łupkowski', 'Marek Rybka', 'Dagmara Dziedzic', 'Wojciech Włodarczyk']"
Estimating Children’s Social Status Through Their Interaction Activities in Classrooms with a Social Robot,"['ATR, 2-2-2, Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Osaka University, 1-3, Machikaneyama, Toyonaka, Osaka, 560-8531, Japan']","['Tsuyoshi Komatsubara,\xa0Masahiro Shiomi,\xa0Thomas Kaczmarek\xa0&\xa0Takayuki Kanda', 'Hiroshi Ishiguro']"
Human Understanding of Robot Motion: The Role of Velocity and Orientation,"['Department of Psychology, Eberhard Karls Universität Tübingen, Tübingen, Germany', 'Institute of Media Studies, Eberhard Karls Universität Tübingen, Tübingen, Germany', 'Stuttgart, Germany']","['Frank Papenmeier', 'Meike Uhrig', 'Alexandra Kirsch']"
Editorial,"['National University of Singapore, Singapore, Singapore', 'Stanford University, Stanford, USA']","['Shuzhi Sam Ge', 'Oussama Khatib']"
Preliminary Results on Reducing the Workload of Assistive Vehicle Users: A Collaborative Driving Approach,"['Department of Electronic Engineering, Universidad Técnica Federico Santa María, Valparaiso, Chile']",['Eduardo González\xa0&\xa0Fernando A. Auat\xa0Cheein']
Developing Joint Attention for Children with Autism in Robot-Enhanced Therapy,"['Department of Clinical Psychology and Psychotherapy, Babeş-Bolyai University, No. 37 Republicii Street, AVALON Building, 400015, Cluj-Napoca, Romania', 'Department of Oncological Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, USA']","['Daniel O. David,\xa0Cristina A. Costescu,\xa0Silviu Matu,\xa0Aurora Szentagotai\xa0&\xa0Anca Dobrean', 'Daniel O. David']"
Age- and Gender-Based Differences in Children’s Interactions with a Gender-Matching Robot,"['School of Science and Technology, Nazarbayev University, 53 Kabanbay Batyr Avenue, Astana, Kazakhstan', 'University College Dublin, Belfield, Dublin 4, Ireland']","['Anara Sandygulova', 'Gregory M. P. O’Hare']"
Factors Affecting the Acceptability of Social Robots by Older Adults Including People with Dementia or Cognitive Impairment: A Literature Review,"['School of Nursing and Midwifery, National University of Ireland, Galway, Ireland', 'Loretto Heights School of Nursing, Regis University, Denver, CO, USA']","['Sally Whelan,\xa0Kathy Murphy,\xa0Eva Barrett,\xa0Adam Santorelli\xa0&\xa0Dympna Casey', 'Cheryl Krusche']"
Multiple-Robot Conversational Patterns for Concealing Incoherent Responses,"['Osaka University, Osaka, Japan', 'JST ERATO, Osaka, Japan']","['Tsunehiro Arimoto,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro', 'Tsunehiro Arimoto,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro']"
"Design and Impact of a Teacher Training Course, and Attitude Change Concerning Educational Robotics","['The BioRobotics Institute, Scuola Superiore Sant’Anna, Viale Rinaldo Piaggio 34, 56025, Pontedera, Pisa, Italy', 'Department of Educational Science and Psychology, University of Florence, Via Laura, 48, 50121, Florence, Italy']","['Emanuela Castro,\xa0Francesca Cecchi,\xa0Pericle Salvini,\xa0Massimiliano Valente,\xa0Elisa Buselli\xa0&\xa0Paolo Dario', 'Laura Menichetti\xa0&\xa0Antonio Calvani']"
"The Effects of Humanlike and Robot-Specific Affective Nonverbal Behavior on Perception, Emotion, and Behavior","['RWTH Aachen University, Theaterplatz 14, 52062, Aachen, Germany', 'University of Duisburg-Essen, Forsthausweg 2, 47048, Duisburg, Germany']","['Astrid M. Rosenthal-von\xa0der\xa0Pütten', 'Astrid M. Rosenthal-von\xa0der\xa0Pütten,\xa0Nicole C. Krämer\xa0&\xa0Jonathan Herrmann']"
Model of Dual Anthropomorphism: The Relationship Between the Media Equation Effect and Implicit Anthropomorphism,"['HIT Lab NZ, University of Canterbury, Christchurch, New Zealand', 'Hiroshi Ishiguro Laboratory, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'CITEC, Bielefeld University, Bielefeld, Germany', 'Department of System Innovation, Graduate School of Engineering Science, Osaka University, Osaka, Japan']","['Jakub Złotowski\xa0&\xa0Christoph Bartneck', 'Jakub Złotowski,\xa0Hidenobu Sumioka,\xa0Shuichi Nishio\xa0&\xa0Hiroshi Ishiguro', 'Friederike Eyssel', 'Hiroshi Ishiguro']"
Assistive Robotic Technology to Combat Social Isolation in Acute Hospital Settings,"['Personal Robotics Lab, Department of Electrical and Electronic Engineering, Imperial College, London, UK', 'Magill Department of Anaesthesia, Intensive Care Medicine and Pain Management, Chelsea and Westminster Hospital, London, UK', 'Department of Psychology, University of Westminster, London, UK', 'Department of Surgery and Cancer, Faculty of Medicine, Imperial College, London, UK']","['Miguel Sarabia\xa0&\xa0Yiannis Demiris', 'Noel Young,\xa0Kelly Canavan\xa0&\xa0Marcela P. Vizcaychipi', 'Trudi Edginton', 'Marcela P. Vizcaychipi']"
Supporting Human Autonomy in a Robot-Assisted Medication Sorting Task,"['Tufts University, Medford, MA, USA', 'Northwestern University, Evanston, IL, USA']","['Jason R. Wilson,\xa0Nah Young Lee,\xa0Annie Saechao,\xa0Linda Tickle-Degnen\xa0&\xa0Matthias Scheutz', 'Jason R. Wilson']"
Editorial,"['Social Robotics Lab, National University of Singapore, 4 Engineering Drive 3, Singapore, 117576, Singapore', 'Stanford Robotics Lab, Stanford University, 353 Serra Mall, Stanford, CA, 94305, USA']","['Shuzhi Sam Ge', 'Oussama Khatib']"
A Robot that Distributes Flyers to Pedestrians in a Shopping Mall,"['Department of Systems Innovation, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, 560-8531, Japan', 'Advanced Telecommunications Research Institute International IRC/HIL, 2-2-2 Hikaridai, Keihana Science City, Kyoto, 610-0228, Japan']","['Chao Shi\xa0&\xa0Hiroshi Ishiguro', 'Satoru Satake,\xa0Takayuki Kanda\xa0&\xa0Hiroshi Ishiguro']"
The More the Merrier? Effects of Humanlike Learning Abilities on Humans’ Perception and Evaluation of a Robot,"['University of Duisburg-Essen, Forsthausweg 2, 47048, Duisburg, Germany']",['Astrid M. Rosenthal-von\xa0der\xa0Pütten\xa0&\xa0Jens Hoefinghoff']
Social Acceptance of Robots in Different Occupational Fields: A Systematic Literature Review,"['Faculty of Social Sciences, University of Tampere, 33014, Tampere, Finland']","['Nina Savela,\xa0Tuuli Turja\xa0&\xa0Atte Oksanen']"
Here Comes the Bad News: Doctor Robot Taking Over,"['Department of Communication Science, Vrije Universiteit Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands', 'Psychological Sciences, University of California, Merced, Merced, CA, USA']","['Johan F. Hoorn', 'Sonja D. Winter']"
Model of Side-by-Side Walking Without the Robot Knowing the Goal,"['Intelligent Robotics and Communication Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'Graduate school of Engineering Science, Osaka University, Toyonaka-shi, Osaka, Japan']","['Deneth Karunarathne,\xa0Yoichi Morales,\xa0Takayuki Kanda\xa0&\xa0Hiroshi Ishiguro', 'Deneth Karunarathne\xa0&\xa0Hiroshi Ishiguro']"
"“I Know That Now, I’m Going to Learn This Next” Promoting Self-regulated Learning with a Robotic Tutor","['Department of Electronic, Electrical and Systems Engineering, School of Engineering, University of Birmingham, Birmingham, B15 2TT, UK', 'Institute of Education, University College London, London, UK', 'Department of Information Technology, Uppsala University, Uppsala, Sweden']","['Aidan Jones', 'Susan Bull', 'Ginevra Castellano']"
Affective Touch in Human–Robot Interaction: Conveying Emotion to the Nao Robot,"['School of Informatics, University of Skövde, Skövde, Sweden', 'Department of Information Technology, Uppsala University, Uppsala, Sweden', 'Department of Applied IT, University of Gothenburg, Gothenburg, Sweden']","['Rebecca Andreasson,\xa0Beatrice Alenljung\xa0&\xa0Erik Billing', 'Rebecca Andreasson', 'Robert Lowe']"
Public Acceptance of Fundamental Rights via a Telepresence Robot and a Video Call Stand in South Korea,"['Graduate School of Future Strategy, Korea Advanced Institute of Science and Technology, N5 2250, KAIST, 291 Daehak-ro, Yuseong-gu, Korea']",['Ilhan Bae']
Can Using Pointing Gestures Encourage Children to Ask Questions?,"['ATR, 2-2-2, Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Osaka University, 1-3, Machikaneyama, Toyonaka, Osaka, 560-8531, Japan']","['Tsuyoshi Komatsubara,\xa0Masahiro Shiomi\xa0&\xa0Takayuki Kanda', 'Hiroshi Ishiguro']"
SPRinT: A Mixed Approach to a Hand-Held Robot Interface for Telepresence,"['Department of Computer Science and Engineering, Korea University, Seoul, Korea']",['Jonggil Ahn\xa0&\xa0Gerard Jounghyun Kim']
Robots for Learning,"['CHILI/ LSRO Labs, École polytechnique fédérale de Lausanne, EPFL IC IINFCOM CHILI RLC D1 740 (Rolex Learning Center) Station 20, 1015, Lausanne, Switzerland', 'Department of Information Technology, Uppsala University, Lägerhyddsvägen 2, 751 05, Uppsala, Sweden', 'Faculty of Engineering, Information and Systems, University of Tsukuba, Tennodai 1-1-1, Tsukuba, Ibaraki, 305-8573, Japan', 'Department of Mathematics, Science and Technology (Box 8), Teachers College - Columbia University, 525 West 120th Street, New York, NY, 10027, USA']","['Wafa Johal', 'Ginevra Castellano', 'Fumihide Tanaka', 'Sandra Okita']"
Between the Social and the Technical: Negotiation of Human-Centered Robotics Design in a Middle School Classroom,"['School of Informatics and Computing, Indiana University, 901 E. 10th. St., Bloomington, IN, 47408, USA', 'School of Education, Indiana University, 201 N. Rose Ave., Bloomington, IN, 47405, USA', 'College of Engineering and Mines, University of Alaska Fairbanks, PO Box 756660, Fairbanks, AK, 99775, USA']","['Selma Šabanović\xa0&\xa0Matthew Francisco', 'Andrea Gomoll,\xa0Erin Tolar\xa0&\xa0Cindy E. Hmelo-Silver', 'Orion Lawlor']"
Directing Attention Through Gaze Hints Improves Task Solving in Human–Humanoid Interaction,"['Department of Industrial Design, Eindhoven University of Technology, Eindhoven, Netherlands', 'Technical Research Centre for Dependency Care and Autonomous Living (CETpD), Universitat Politècnica de Catalunya, Vilanova i la Geltrú, Barcelona, Spain']","['Eunice Mwangi,\xa0Emilia I. Barakova\xa0&\xa0Matthias Rauterberg', 'Marta Díaz-Boladeras\xa0&\xa0Andreu Català Mallofré']"
Adaptive Robotic Tutors that Support Self-Regulated Learning: A Longer-Term Investigation with Primary School Children,"['Department of Electronic, Electrical and Systems Engineering, School of Engineering, University Of Birmingham, Birmingham, B15 2TT, United Kingdom', 'Department of Information Technology, Uppsala University, Uppsala, Sweden']","['Aidan Jones', 'Ginevra Castellano']"
