Title,Authors,Keywords
Exploring University Students’ Preferences for Educational Robot Design by Means of a User-Centered Design Approach,"'Natalia Reich-Stiebert', 'Friederike Eyssel', 'Charlotte Hohnemann'","'Robot prototyping', 'User-centered design', 'Educational robots', 'User involvement'"
A Feasibility Study of a Social Robot Collecting Patient Reported Outcome Measurements from Older Adults,"'Roel Boumans', 'Fokke van Meulen', 'Koen Hindriks', 'Mark Neerincx', 'Marcel Olde Rikkert'","'Social robot', 'Patient reported outcome measures', 'Humanoid', 'Multi-modal dialogue', 'Older adults'"
The Humanoid Robot NAO as Trainer in a Memory Program for Elderly People with Mild Cognitive Impairment,"'Olimpia Pino', 'Giuseppe Palestra', 'Rosalinda Trevino', 'Berardina De Carolis'","'Mild Cognitive Impairment', 'Social robot', 'Elderly people'"
Reactive Chameleon: A Method to Mimic Conversation Partner’s Body Sway for a Robot,"'Ryosuke Hasumoto', 'Kazuhiro Nakadai', 'Michita Imai'","'Human–robot interaction', 'Chameleon effect', 'Body sway'"
Peers’ Experience Learning for Developmental Robots,"'Ruixuan Wei', 'Qirui Zhang', 'Zhuofan Xu'","'Robots', 'Cognitive and developmental', 'Peers’ experience learning', 'Developmental principles'"
Geometric Intuitive Techniques for Human Machine Interaction in Medical Robotics,"'Eduardo Bayro-Corrochano', 'Ana M. Garza-Burgos', 'Juan L. Del-Valle-Padilla'","'Geometric algebra', 'Conformal geometric algebra', 'Quaternion algebra', 'Computer vision', 'Interpolation', 'Graphic engineering', 'Robotics', 'Medical robotics', 'Medical training'"
Why Do Robots Need a Head? The Role of Social Interfaces on Service Robots,'Conor McGinn',"'Robot head', 'Social interface', 'Taxonomy', 'Human–robot interaction', 'Robot design'"
Can Human-Inspired Learning Behaviour Facilitate Human–Robot Interaction?,"'Alessandro Carfì', 'Jessica Villalobos', 'Enrique Coronado', 'Barbara Bruno', 'Fulvio Mastrogiovanni'","'Programming by demonstration', 'Kinesthetic teaching', 'Human robot interaction', 'Industry 4.0'"
Can We Keep Him Forever? Teens’ Engagement and Desire for Emotional Connection with a Social Robot,"'Elin A. Björling', 'Emma Rose', 'Andrew Davidson', 'Rachel Ren', 'Dorothy Wong'","'Teen–robot interaction', 'Engagement', 'Prototype', 'Human-centered design'"
Social Activity Recognition on Continuous RGB-D Video Sequences,"'Claudio Coppola', 'Serhan Cosar', 'Diego R. Faria', 'Nicola Bellotto'","'Social activity recognition', 'Activity recognition', 'Activity temporal segmentation', 'Machine learning'"
An Affordance and Distance Minimization Based Method for Computing Object Orientations for Robot Human Handovers,"'Wesley P. Chan', 'Matthew K. X. J. Pan', 'Elizabeth A. Croft', 'Masayuki Inaba'","'Object handover', 'Human–robot handover', 'Human–robot interaction', 'Assistive robots'"
Generalisation of Anthropomorphic Stereotype,"'Debora Zanatto', 'Massimiliano Patacchiola', 'Angelo Cangelosi', 'Jeremy Goslin'","'Stereotype activation', 'Anthropomorphism', 'Trust', 'Human–robot interaction'"
Learning Proxemics for Personalized Human–Robot Social Interaction,"'Pakpoom Patompak', 'Sungmoon Jeong', 'Itthisek Nilkhamhang', 'Nak Young Chong'","'Proxemics', 'Social interaction', 'Social force model', 'Fuzzy inference system', 'Reinforcement learning'"
Cognitive Performance and Physiological Response Analysis,"'Roxana Agrigoroaie', 'Adriana Tapus'","'HRI', 'Internal state', 'Physiological parameters', 'User profile'"
A Robot for Test Bed Aimed at Improving Telepresence System and Evasion from Discomfort Stimuli by Online Learning,"'Masahiko Osawa', 'Michita Imai'","'Telepresence robot', 'Machine learning', 'Online user adaptation', 'Unpleasant stimuli', 'Binaural microphone'"
When Your Robot Avatar Misbehaves You Are Likely to Apologize: An Exploration of Guilt During Robot Embodiment,"'Laura Aymerich-Franch', 'Sameer Kishore', 'Mel Slater'","'Robot embodiment', 'Body ownership', 'Avatar', 'Guilt', 'Responsibility', 'Moral emotions', 'Humanoid robots'"
Care Workers’ Readiness for Robotization: Identifying Psychological and Socio-Demographic Determinants,"'Tuuli Turja', 'Sakari Taipale', 'Markus Kaakinen', 'Atte Oksanen'","'Care work', 'Change readiness', 'Nurse', 'Self-efficacy', 'Social norms', 'Technological change'"
Multimodal Information Fusion for Automatic Aesthetics Evaluation of Robotic Dance Poses,"'Jing Li', 'Hua Peng', 'Huosheng Hu', 'Zhiming Luo', 'Chao Tang'","'Automation', 'Machine aesthetics', 'Robotic dance pose', 'Feature fusion', 'Machine learning'"
How Does It Feel to Clap Hands with a Robot?,"'Naomi T. Fitter', 'Katherine J. Kuchenbecker'","'Social-physical human-robot interaction', 'Social motor coordination', 'Robot affect'"
Toward an Expressive Bipedal Robot: Variable Gait Synthesis and Validation in a Planar Model,"'Umer Huzaifa', 'Catherine Maguire', 'Amy LaViers'","'Biped locomotion', 'Human-like natural motions', 'Stylistic motion variation synthesis', 'Expressivity', 'Optimization', 'Embodied movement analysis'"
A Hybrid Joint/Cartesian DMP-Based Approach for Obstacle Avoidance of Anthropomorphic Assistive Robots,"'Clemente Lauretti', 'Francesca Cordella', 'Loredana Zollo'","'Learning by demonstration', 'Dynamic movement primitives', 'Human-like motion', 'Obstacle avoidance'"
Could Social Robots Make Us Kinder or Crueller to Humans and Animals?,"'Simon Coghlan', 'Frank Vetere', 'Jenny Waycott', 'Barbara Barbosa Neves'","'Social robots', 'Companion robots', 'Animals', 'Moral virtue', 'Anthropomorphism', 'Children'"
Culture as a Sensor? A Novel Perspective on Human Activity Recognition,"'Ting-Chia Chiang', 'Barbara Bruno', 'Roberto Menicatti', 'Carmine Tommaso Recchiuto', 'Antonio Sgorbissa'","'Culture-aware robotics', 'Human Activity Recognition', 'Ontology', 'Bayesian network', 'Vision-based HAR'"
"Imitation of Human Motion by Low Degree-of-Freedom Simulated Robots and Human Preference for Mappings Driven by Spinal, Arm, and Leg Activity","'Roshni Kaushik', 'Amy LaViers'","'Imitation', 'Human preference', 'Mobile robots', 'Motion capture'"
"Human–Robot Collaboration Acceptance Model: Development and Comparison for Germany, Japan, China and the USA","'Christina Bröhl', 'Jochen Nelles', 'Christopher Brandl', 'Alexander Mertens', 'Verena Nitsch'","'Technology acceptance', 'Human–robot interaction', 'Human–robot cooperation', 'Human–machine interaction', 'Cross-cultural differences', 'TAM'"
Robot-Based Motor Rehabilitation in Autism: A Systematic Review,"'Melanie Jouaiti', 'Patrick Hénaff'","'Autism', 'Motor coordination', 'Therapeutic robotics', 'Motor rehabilitation'"
On-the-Fly Detection of User Engagement Decrease in Spontaneous Human–Robot Interaction Using Recurrent and Deep Neural Networks,"'Atef Ben-Youssef', 'Giovanna Varni', 'Slim Essid', 'Chloé Clavel'","'User engagement decrease', 'Socially assistive robot', 'HRI in public space', 'Real-time detection'"
Multi-party Turn-Taking in Repeated Human–Robot Interactions: An Interdisciplinary Evaluation,'Mateusz Żarkowski',"'Social robot', 'Human–robot interaction', 'Multi-party interaction', 'Robot control', 'User assessment'"
The Religious Impacts of Taoism on Ethically Aligned Design in HRI,"'Yueh-Hsuan Weng', 'Yasuhisa Hirata', 'Osamu Sakura', 'Yusuke Sugahara'","'Taoism', 'AI and culture', 'Chinese studies', 'HRI', 'Ethically Aligned Design'"
Perceived Mistreatment and Emotional Capability Following Aggressive Treatment of Robots and Computers,"'Zachary Carlson', 'Louise Lemmon', 'MacCallister Higgins', 'David Frank', 'Roya Salek\xa0Shahrezaie', 'David Feil-Seifer'","'Human–robot interaction', 'Mistreatment', 'Perception', 'Human–robot cooperation'"
Robot Acceptance at Work: A Multilevel Analysis Based on 27 EU Countries,"'Tuuli Turja', 'Atte Oksanen'","'Change readiness', 'Europe', 'ICT exports', 'Multilevel analysis', 'Robot acceptance at work', 'Technology acceptance'"
Love and Sex with Robots: A Content Analysis of Media Representations,"'Nicola Döring', 'Sandra Poeschl'","'Human–robot relationships', 'Sex robots', 'Media representations', 'Sexual script theory', 'Gender roles', 'Media content analysis'"
"Multimodal Integration of Emotional Signals from Voice, Body, and Context: Effects of (In)Congruence on Emotion Recognition and Attitudes Towards Robots","'Christiana Tsiourti', 'Astrid Weiss', 'Katarzyna Wac', 'Markus Vincze'","'Social robots', 'Human–robot interaction', 'Robot emotions', 'Multi-modal interaction', 'Body language', 'Believability'"
Upper-Limb Tele-Rehabilitation System with Force Sensorless Dynamic Gravity Compensation,"'P. A. Diluka Harischandra', 'A. M. Harsha S. Abeykoon'","'Tele-rehabilitation', 'Gravity compensation', 'Online parameter estimation', 'Reaction torque observer', 'Disturbance observer', 'Improvement of transparency'"
Robot Assisted Interventions for Individuals with Intellectual Disabilities: Impact on Users and Caregivers,"'Jainendra Shukla', 'Julián Cristiano', 'Joan Oliver', 'Domènec Puig'","'Socially assistive robotics', 'REHABIBOTICS', 'Robot interaction', 'Rehabilitation', 'Intellectual disability'"
Studying Design Aspects for Social Robots Using a Generic Gesture Method,"'Greet Van\xa0de\xa0Perre', 'Albert De\xa0Beir', 'Hoang-Long Cao', 'Pablo Gómez Esteban', 'Dirk Lefeber', 'Bram Vanderborght'","'Upper body design', 'Generic gesture method', 'Affective motions', 'Gestures'"
Human–Robot Shared Control for Path Generation and Execution,"'Hadjira Belaidi', 'Abdelfetah Hentout', 'Hamid Bentarzi'","'Shared control', 'Mobile robot', 'Path generation and execution', 'Static obstacles', '\nNURBS\n'"
Physical Analysis of Handshaking Between Humans: Mutual Synchronisation and Social Context,"'Artem Melnyk', 'Patrick Hénaff'","'Handshake', 'Synchrony', 'Data glove', 'Gesture', 'Physical interaction', 'Temporal movement coordination'"
How Robots Influence Humans: A Survey of Nonverbal Communication in Social Human–Robot Interaction,"'Shane Saunderson', 'Goldie Nejat'","'Human–robot interaction', 'Social robots', 'Nonverbal communication', 'Influence on humans'"
Improved Cognitive Control in Presence of Anthropomorphized Robots,"'Nicolas Spatola', 'Clément Belletier', 'Pierre Chausse', 'Maria Augustinova', 'Alice Normand', 'Vincent Barra', 'Ludovic Ferrand', 'Pascal Huguet'","'Social facilitation', 'Anthropomorphized robots', 'Human–robot interaction', 'Cognitive control', 'Stroop task'"
"Architecture and Design of a Wearable Robotic System for Body Posture Monitoring, Correction, and Rehabilitation Assist","'Jun Zhang', 'Hui Zhang', 'Chengcheng Dong', 'Fanzhang Huang', 'Qi Liu', 'Aiguo Song'","'Wearable robotic device', 'Body posture model', 'Posture detection', 'Posture correction', 'Rehabilitation assist'"
Understanding of Human Behavior with a Robotic Agent Through Daily Activity Analysis,"'Ioannis Kostavelis', 'Manolis Vasileiadis', 'Evangelos Skartados', 'Andreas Kargakos', 'Dimitrios Giakoumis', 'Christos-Savvas Bouganis', 'Dimitrios Tzovaras'","'Human behavior understanding', 'Daily activities interpretation', 'Interaction Unit analysis', 'Bayesian networks', 'Mobile robots'"
Leveraging Robotics Research for Children with Autism: A Review,"'Luthffi Idzhar Ismail', 'Thibault Verhoeven', 'Joni Dambre', 'Francis Wyffels'","'Human–robot interaction', 'Robotics', 'Children with autism'"
Perceived Human-Likeness of Social Robots: Testing the Rasch Model as a Method for Measuring Anthropomorphism,"'Peter A. M. Ruijten', 'Antal Haans', 'Jaap Ham', 'Cees J. H. Midden'","'Anthropomorphism', 'Measurement scale', 'Rasch model'"
Influence of Embodiment and Substrate of Social Robots on Users’ Decision-Making and Attitude,"'Bingcheng Wang', 'Pei-Luen Patrick Rau'","'Embodiment', 'Substrate', 'Social robot', 'Human–robot interaction', 'Virtual reality', 'Augmented reality'"
Modeling the Interactions of Context and Style on Affect in Motion Perception: Stylized Gaits Across Multiple Environmental Contexts,"'Madison Heimerdinger', 'Amy LaViers'","'Affect', 'Style', 'Gait', 'Environment', 'Context', 'HRI'"
A Study on Different User Interfaces for Teaching Virtual Borders to Mobile Robots,"'Dennis Sprute', 'Klaus Tönnies', 'Matthias König'","'Human-aware navigation', 'Socially-aware navigation', 'Human-centered environments', 'Social human–robot interaction', 'Virtual borders', 'User interfaces'"
"Knowledge Representation for Culturally Competent Personal Robots: Requirements, Design Principles, Implementation, and Assessment","'Barbara Bruno', 'Carmine Tommaso Recchiuto', 'Irena Papadopoulos', 'Alessandro Saffiotti', 'Christina Koulouglioti', 'Roberto Menicatti', 'Fulvio Mastrogiovanni', 'Renato Zaccaria', 'Antonio Sgorbissa'","'Culture-aware robotics', 'Companion robot', 'Knowledge representation'"
Skeleton-Based Human Action Recognition by Pose Specificity and Weighted Voting,"'Tingting Liu', 'Jiaole Wang', 'Seth Hutchinson', 'Max Q.-H. Meng'","'Action recognition', 'Human skeleton', 'Pose specificity', 'Weighted voting'"
A Feasibility Study for Validating Robot Actions Using EEG-Based Error-Related Potentials,"'Stefan K. Ehrlich', 'Gordon Cheng'","'Electroencephalography (EEG)', 'Passive brain–computer interface (BCI)', 'Error-related potentials (ErrP)', 'Event-related potentials (ERP)', 'Error monitoring', 'Human–robot interaction (HRI)'"
Dating a Synthetic Character is Like Dating a Man,"'Johan F. Hoorn', 'Elly A. Konijn', 'Matthijs A. Pontier'","'Cognitive models', 'Social agents', 'Affective computing', 'Turing test', 'Bayesian analysis'"
"Adult Verbal Comprehension Performance is Better from Human Speakers than Social Robots, but only for Easy Questions","'Adam Palanica', 'Anirudh Thommandram', 'Yan Fossat'","'Human–robot interaction', 'Social robot', 'Humanoid robot', 'Social behaviour', 'Robot learning', 'Verbal comprehension'"
Head Impact Severity Measures for Small Social Robots Thrown During Meltdown in Autism,"'Ahmad Yaser Alhaddad', 'John-John Cabibihan', 'Andrea Bonarini'","'Social robots', 'Safety', 'Autism', 'Meltdown', 'Head impact'"
The Social Perception of Humanoid and Non-Humanoid Robots: Effects of Gendered and Machinelike Features,"'Steven J. Stroessner', 'Jonathan Benitez'","'Human–robot interaction', 'Social perception', 'Stereotyping', 'Desire for contact'"
A Study on the Deployment of a Service Robot in an Elderly Care Center,"'David Portugal', 'Paulo Alvito', 'Eleni Christodoulou', 'George Samaras', 'Jorge Dias'","'Service robotics', 'Human–robot interaction', 'Social robotics', 'AAL', 'Elderly care'"
Social Touch in Human–Robot Interaction: Robot-Initiated Touches can Induce Positive Responses without Extensive Prior Bonding,"'Christian J. A. M. Willemse', 'Jan B. F. van Erp'","'Human–robot interaction', 'Social touch', 'Human–robot bonding', 'Stress-attenuation'"
Will Older Adults Accept a Humanoid Robot as a Walking Partner?,"'Deneth Karunarathne', 'Yoichi Morales', 'Tatsuya Nomura', 'Takayuki Kanda', 'Hiroshi Ishiguro'","'Walking partner robot', 'Healthcare', 'Acceptance'"
Free Kinematic Singularity Controller for a Planetary Gear Based Cobot,"'Omar Mendoza-Trejo', 'Erick A. Padilla-García', 'Carlos A. Cruz-Villar', 'Alejandro Rodríguez-Angeles'","'Collaborative robots', 'Velocity control', 'Kinematic singularity', 'Continuously variable transmission', 'Differential gear train'"
Investigating the Effect of a Humanoid Robot’s Head Position on Imitating Human Emotions,"'David O. Johnson', 'Raymond H. Cuijpers'","'Human–robot interaction', 'Imitating human emotions', 'Gaze', 'Head position', 'NAO robot'"
Hierarchical Human Machine Interaction Learning for a Lower Extremity Augmentation Device,"'Likun Wang', 'Zhijiang Du', 'Wei Dong', 'Yi Shen', 'Guangyu Zhao'","'Exoskeleton', 'Rhythmic movement primitives (RMPs)', 'Reinforcement learning', '\n\\(PI^2\\)\n', '\\(PI^2\\)', 'CMA-ES', 'Human machine interaction (HMI)'"
Human-Like Motion Planning Based on Game Theoretic Decision Making,"'Annemarie Turnwald', 'Dirk Wollherr'","'Game theory', 'Human-like motion planning', 'Variation of Turing test', 'Interaction awareness'"
"SAM, an Assistive Robotic Device Dedicated to Helping Persons with Quadriplegia: Usability Study","'Charles Fattal', 'Violaine Leynaert', 'Isabelle Laffont', 'Axelle Baillet', 'Michel Enjalbert', 'Christophe Leroux'","'Robotics', 'Human machine interface', 'Usability', 'Acceptability', 'Disability', 'Quadriplegia'"
Communication Support via a Tele-Operated Robot for Easier Talking: Case/Laboratory Study of Individuals with/Without Autism Spectrum Disorder,"'Jiro Shimaya', 'Yuichiro Yoshikawa', 'Hirokazu Kumazaki', 'Yoshio Matsumoto', 'Masutomo Miyao', 'Hiroshi Ishiguro'","'Tele-operated robot', 'Human robot interaction', 'Ease of conversation', 'Side-by-side operation', 'Autism spectrum disorder'"
User-Adaptive Interaction in Social Robots: A Survey Focusing on Non-physical Interaction,"'Gonçalo S. Martins', 'Luís Santos', 'Jorge Dias'","'User-adaptive systems', 'Social robotics', 'User modelling', 'Survey'"
Impacts of Visual Occlusion and Its Resolution in Robot-Mediated Social Collaborations,"'Sina Radmard', 'AJung Moon', 'Elizabeth A. Croft'","'Telepresence collaboration', 'Visual occlusion', 'Manual mode', 'Autonomous mode'"
Social Robots and Seniors: A Comparative Study on the Influence of Dynamic Social Features on Human–Robot Interaction,"'Christina Moro', 'Shayne Lin', 'Goldie Nejat', 'Alex Mihailidis'","'Human–robot interaction', 'Socially assistive robots', 'Robot social features', 'Multi-robot study', 'Robots for eldercare'"
"Softness, Warmth, and Responsiveness Improve Robot Hugs","'Alexis E. Block', 'Katherine J. Kuchenbecker'","'Physical human–robot interaction', 'Social robotics', 'System evaluation'"
Investigation of Causal Relationship Between Touch Sensations of Robots and Personality Impressions by Path Analysis,"'Yuki Yamashita', 'Hisashi Ishihara', 'Takashi Ikeda', 'Minoru Asada'","'Touch sensation', 'Personality impression', 'Factor analysis', 'Path analysis', 'Soft covering'"
The Background Context Condition for the Uncanny Valley Hypothesis,"'Paweł Łupkowski', 'Marek Rybka', 'Dagmara Dziedzic', 'Wojciech Włodarczyk'","'Uncanny valley hypothesis', 'Human-likeness', 'Categorisation', 'Computer-generated models', 'Background context'"
Estimating Children’s Social Status Through Their Interaction Activities in Classrooms with a Social Robot,"'Tsuyoshi Komatsubara', 'Masahiro Shiomi', 'Thomas Kaczmarek', 'Takayuki Kanda', 'Hiroshi Ishiguro'","'Estimation of social status', 'Sensor network', 'Robots for classroom', 'Human–Robot Interaction'"
Human Understanding of Robot Motion: The Role of Velocity and Orientation,"'Frank Papenmeier', 'Meike Uhrig', 'Alexandra Kirsch'","'Human-aware robot navigation', 'Experimental paradigm', 'Acceptance measures', 'Event cognition'"
Preliminary Results on Reducing the Workload of Assistive Vehicle Users: A Collaborative Driving Approach,"'Eduardo González', 'Fernando A. Auat\xa0Cheein'","'Rehabilitation robotics', 'Human–robot interaction', 'Workload assessment'"
Developing Joint Attention for Children with Autism in Robot-Enhanced Therapy,"'Daniel O. David', 'Cristina A. Costescu', 'Silviu Matu', 'Aurora Szentagotai', 'Anca Dobrean'","'Joint-attention', 'Robot-enhanced therapy', 'Autism spectrum disorder', 'Cognitive-behavioral therapy'"
Age- and Gender-Based Differences in Children’s Interactions with a Gender-Matching Robot,"'Anara Sandygulova', 'Gregory M. P. O’Hare'","'Child–robot interaction', 'Human–robot interaction', 'Social robotics', 'Adaptive strategies', 'Gender', 'Age'"
Factors Affecting the Acceptability of Social Robots by Older Adults Including People with Dementia or Cognitive Impairment: A Literature Review,"'Sally Whelan', 'Kathy Murphy', 'Eva Barrett', 'Cheryl Krusche', 'Adam Santorelli', 'Dympna Casey'","'Technology acceptability', 'Acceptance theories', 'Social robots', 'Dementia', 'Older adults'"
Multiple-Robot Conversational Patterns for Concealing Incoherent Responses,"'Tsunehiro Arimoto', 'Yuichiro Yoshikawa', 'Hiroshi Ishiguro'","'Conversational robot', 'Multiple robots', 'Sense of conversation', 'Multi-party conversation'"
"Design and Impact of a Teacher Training Course, and Attitude Change Concerning Educational Robotics","'Emanuela Castro', 'Francesca Cecchi', 'Pericle Salvini', 'Massimiliano Valente', 'Elisa Buselli', 'Laura Menichetti', 'Antonio Calvani', 'Paolo Dario'","'Educational Robotics', 'Training course', 'Pedagogy', 'STEM', 'Teacher attitude'"
"The Effects of Humanlike and Robot-Specific Affective Nonverbal Behavior on Perception, Emotion, and Behavior","'Astrid M. Rosenthal-von\xa0der\xa0Pütten', 'Nicole C. Krämer', 'Jonathan Herrmann'","'Humanoid robot', 'Human–robot interaction', 'Experimental study', 'Affective nonverbal behavior', 'Self-disclosure', 'Emotional state'"
Model of Dual Anthropomorphism: The Relationship Between the Media Equation Effect and Implicit Anthropomorphism,"'Jakub Złotowski', 'Hidenobu Sumioka', 'Friederike Eyssel', 'Shuichi Nishio', 'Christoph Bartneck', 'Hiroshi Ishiguro'","'Anthropomorphism', 'Human–robot interaction', 'Dual-process model', 'Humanlikeness', 'Media equation'"
Assistive Robotic Technology to Combat Social Isolation in Acute Hospital Settings,"'Miguel Sarabia', 'Noel Young', 'Kelly Canavan', 'Trudi Edginton', 'Yiannis Demiris', 'Marcela P. Vizcaychipi'","'Assistive robotic technology', 'Social robot', 'Human–robot interaction', 'Hospital patients', 'Ageing', 'Dementia'"
Supporting Human Autonomy in a Robot-Assisted Medication Sorting Task,"'Jason R. Wilson', 'Nah Young Lee', 'Annie Saechao', 'Linda Tickle-Degnen', 'Matthias Scheutz'","'Socially assistive robot', 'Medication sorting', 'Medication adherence', 'Autonomy', 'Occupational therapy'"
A Robot that Distributes Flyers to Pedestrians in a Shopping Mall,"'Chao Shi', 'Satoru Satake', 'Takayuki Kanda', 'Hiroshi Ishiguro'","'Human-robot interaction', 'Handing interaction', 'Interaction during walking'"
The More the Merrier? Effects of Humanlike Learning Abilities on Humans’ Perception and Evaluation of a Robot,"'Astrid M. Rosenthal-von\xa0der\xa0Pütten', 'Jens Hoefinghoff'","'Intelligent robots', 'Experimental studies', 'Reinforcement learning', 'Human–robot interaction'"
Social Acceptance of Robots in Different Occupational Fields: A Systematic Literature Review,"'Nina Savela', 'Tuuli Turja', 'Atte Oksanen'","'Robots', 'Work', 'Robot acceptance', 'Social acceptance', 'Attitudes', 'Social representations'"
Here Comes the Bad News: Doctor Robot Taking Over,"'Johan F. Hoorn', 'Sonja D. Winter'","'Media Equation', 'CASA', 'Framing', 'Language', 'Communication', 'Healthcare'"
Model of Side-by-Side Walking Without the Robot Knowing the Goal,"'Deneth Karunarathne', 'Yoichi Morales', 'Takayuki Kanda', 'Hiroshi Ishiguro'","'Human–robot interaction', 'Side-by-side walking', 'Concept of subgoal'"
"“I Know That Now, I’m Going to Learn This Next” Promoting Self-regulated Learning with a Robotic Tutor","'Aidan Jones', 'Susan Bull', 'Ginevra Castellano'","'Robotic tutors', 'Personalisation', 'Self-regulated learning', 'Child-robot interaction'"
Affective Touch in Human–Robot Interaction: Conveying Emotion to the Nao Robot,"'Rebecca Andreasson', 'Beatrice Alenljung', 'Erik Billing', 'Robert Lowe'","'Tactile interaction', 'Affective touch', 'Human–robot interaction', 'Emotion encoding', 'Emotion decoding', 'Social emotions', 'Nao robot'"
Public Acceptance of Fundamental Rights via a Telepresence Robot and a Video Call Stand in South Korea,'Ilhan Bae',"'HRI', 'Rights', 'Person', 'Telepresence', 'Media'"
Can Using Pointing Gestures Encourage Children to Ask Questions?,"'Tsuyoshi Komatsubara', 'Masahiro Shiomi', 'Takayuki Kanda', 'Hiroshi Ishiguro'","'Social robot', 'Deictic interaction', 'Robots for children'"
SPRinT: A Mixed Approach to a Hand-Held Robot Interface for Telepresence,"'Jonggil Ahn', 'Gerard Jounghyun Kim'","'Telepresence', 'Teleoperation', 'Human–robot interaction', 'Body motion based control', 'Spatial understanding'"
Between the Social and the Technical: Negotiation of Human-Centered Robotics Design in a Middle School Classroom,"'Andrea Gomoll', 'Selma Šabanović', 'Erin Tolar', 'Cindy E. Hmelo-Silver', 'Matthew Francisco', 'Orion Lawlor'","'Human-centered robotics', 'STEM education', 'Problem-based learning', 'Sociotechnical systems', 'Engineering design cycle', 'Qualitative case study'"
Directing Attention Through Gaze Hints Improves Task Solving in Human–Humanoid Interaction,"'Eunice Mwangi', 'Emilia I. Barakova', 'Marta Díaz-Boladeras', 'Andreu Català Mallofré', 'Matthias Rauterberg'","'Gaze-based interactions', 'Gaze perception', 'Game-based human–robot interaction', 'Embodied cues', 'Attentional cues', 'Directed attention', 'Facial orientation'"
Adaptive Robotic Tutors that Support Self-Regulated Learning: A Longer-Term Investigation with Primary School Children,"'Aidan Jones', 'Ginevra Castellano'","'Longitudinal study', 'Robotic tutors', 'Personalisation', 'Self-regulated learning', 'Child-robot interaction'"
How Could Companion Robots Be Useful in Rural Schools?,"'Elizabeth Broadbent', 'Danielle Alexis Feerst', 'Seung Ho Lee', 'Hayley Robinson', 'Jordi Albo-Canals', 'Ho Seok Ahn', 'Bruce A. MacDonald'","'Education robots', 'Companion', 'Age', 'Gender', 'Students', 'Teachers'"
A Pilot Study of the KIBO Robot in Children with Severe ASD,"'Jordi Albo-Canals', 'Alexandre Barco Martelo', 'Emily Relkin', 'Daniel Hannon', 'Marcel Heerink', 'Martina Heinemann', 'Kaitlyn Leidl', 'Marina Umaschi Bers'","'Education', 'Robots', 'Social activities', 'KIBO', 'Learning', 'Social skills', 'Autism spectrum disorder', 'Programming'"
Guidelines for Designing Social Robots as Second Language Tutors,"'Tony Belpaeme', 'Paul Vogt', 'Rianne van den Berghe', 'Kirsten Bergmann', 'Tilbe Göksun', 'Mirjam de Haas', 'Junko Kanero', 'James Kennedy', 'Aylin C. Küntay', 'Ora Oudgenoeg-Paz', 'Fotios Papadopoulos', 'Thorsten Schodde', 'Josje Verhagen', 'Christopher D. Wallbridge', 'Bram Willemsen', 'Jan de Wit', 'Vasfiye Geçkin', 'Laura Hoffmann', 'Stefan Kopp', 'Emiel Krahmer', 'Ezgi Mamus', 'Jean-Marc Montanier', 'Cansu Oranç', 'Amit Kumar Pandey'","'Social robot', 'Second language learning', 'Robot tutor', 'Human–robot interaction'"
Faces of Emotion: Investigating Emotional Facial Expressions Towards a Robot,"'Isabelle M. Menne', 'Frank Schwab'","'Facial expression', 'Facial Action Coding System', 'Emotion', 'Emotional response', 'Empathy', 'Human–robot interaction'"
The Essence of Ethical Reasoning in Robot-Emotion Processing,"'Suman Ojha', 'Mary-Anne Williams', 'Benjamin Johnston'","'Social robots', 'Computational emotion model', 'Believability', 'Ethical reasoning', 'Socially acceptable emotions', 'EEGS'"
Human–Robot Facial Expression Reciprocal Interaction Platform: Case Studies on Children with Autism,"'Ali Ghorbandaei\xa0Pour', 'Alireza Taheri', 'Minoo Alemi', 'Ali Meghdari'","'Human–robot interaction (HRI)', 'Reciprocal interaction', 'Facial expressions', 'Autism', 'Fuzzy finite state machine', 'Imitation'"
Teaching Robot Navigation Behaviors to Optimal RRT Planners,"'Noé Pérez-Higueras', 'Fernando Caballero', 'Luis Merino'","'Path planning', 'Learning from demonstration', 'Social robots'"
Developing a Prototyping Method for Involving Children in the Design of Classroom Robots,"'Mohammad Obaid', 'Gökçe Elif Baykal', 'Asım Evren Yantaç', 'Wolmet Barendregt'","'Classroom robots', 'Prototyping', 'Design', 'Toolkit', 'Children'"
Socially Assistive Robot for Providing Recommendations: Comparing a Humanoid Robot with a Mobile Application,"'Silvia Rossi', 'Mariacarla Staffa', 'Anna Tamburro'","'Socially assistive robotics', 'Interfaces for recommendations', 'Non-verbal cues', 'Mobile applications'"
Analyzing the Impact of Different Feature Queries in Active Learning for Social Robots,"'V. Gonzalez-Pacheco', 'M. Malfaz', 'A. Castro-Gonzalez', 'J. C. Castillo', 'F. Alonso', 'M. A. Salichs'","'Active learning', 'Social robots', 'Robot learning', 'Pose detection'"
Avoiding the Content Treadmill for Robot Personalities,'Daniel H. Grollman',"'Human–robot interaction', 'Robot personality'"
Can Human–Robot Interaction Promote the Same Depth of Social Information Processing as Human–Human Interaction?,"'Mingyu Kim', 'Taesoo Kwon', 'Kwanguk Kim'","'Humanoid robot', 'Human–human interaction', 'Human–robot interaction', 'Social cognition', 'Joint attention'"
