Title,Affiliation,Authors,Coordinates
Will Older Adults Accept a Humanoid Robot as a Walking Partner?,"'Intelligent Robotics and Communication Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'Faculty of Science and Technology, Ryukoku University, Shiga, Japan', 'Graduate school of Engineering Science, Osaka University, Toyonaka-shi, Osaka, Japan'","'Deneth Karunarathne,\xa0Yoichi Morales,\xa0Tatsuya Nomura\xa0&\xa0Takayuki Kanda', 'Tatsuya Nomura', 'Deneth Karunarathne\xa0&\xa0Hiroshi Ishiguro'","[(35.021041, 135.7556075), (35.247154, 136.109385), (34.8040284, 135.4506376)]"
Free Kinematic Singularity Controller for a Planetary Gear Based Cobot,"'SLU, Umeå, Sweden', 'CINVESTAV-IPN, Mexico City, Mexico'","'Omar Mendoza-Trejo', 'Erick A. Padilla-García,\xa0Carlos A. Cruz-Villar\xa0&\xa0Alejandro Rodríguez-Angeles'","[(63.820157449999996, 20.314666319704294), (19.4326296, -99.1331785)]"
Correction to: Socially Assistive Robot for Providing Recommendations: Comparing a Humanoid Robot with a Mobile Application,"'Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy', 'Department of Physics, University of Naples Federico II, Naples, Italy'","'Silvia Rossi\xa0&\xa0Anna Tamburro', 'Mariacarla Staffa'","[('', ''), ('', '')]"
Editorial,"'Social Robotics Laboratory, Smart Systems Institute, The National University of Singapore, Singapore, Singapore', 'Centre for Robotics, UESTC, Chengdu, China', 'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Genoa, Italy', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA'","'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Agnieszka Wykowska', 'Oussama Khatib'","[('', ''), (30.7367729, 103.97192673898282), (44.475016499999995, 8.906361822677376), (37.431313849999995, -122.16936535498309)]"
Investigating the Effect of a Humanoid Robot’s Head Position on Imitating Human Emotions,"'Human Technology Interaction, Eindhoven University of Technology, Eindhoven, The Netherlands'",'David O. Johnson\xa0&\xa0Raymond H. Cuijpers',"[(51.4486602, 5.4903995655080475)]"
Hierarchical Human Machine Interaction Learning for a Lower Extremity Augmentation Device,"'State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150080, People’s Republic of China', 'School of Astronautics, Harbin Institute of Technology, Harbin, 150080, People’s Republic of China', 'Weapon Equipment Research Institute, China Ordnance Industries Group, Beijing, 102202, People’s Republic of China'","'Likun Wang,\xa0Zhijiang Du\xa0&\xa0Wei Dong', 'Likun Wang\xa0&\xa0Yi Shen', 'Guangyu Zhao'","[(45.741589, 126.62556263488914), (45.741589, 126.62556263488914), (40.2492247, 116.1439242)]"
Human-Like Motion Planning Based on Game Theoretic Decision Making,"'Chair of Automatic Control Engineering, Technical University of Munich, 80290, Munich, Germany'",'Annemarie Turnwald\xa0&\xa0Dirk Wollherr',"[(48.2655696, 11.669345610437997)]"
"SAM, an Assistive Robotic Device Dedicated to Helping Persons with Quadriplegia: Usability Study","'CRF COS Divio, 21000, Dijon, France', 'APPROCHE, 56275, Ploemeur, France', 'APPROCHE, 34090, Montpellier, France', 'CHU Lapeyronie Service MPR, 34090, Montpellier, France', 'CENTRE Jacques Calvé, 62608, Berck-sur-Mer, France', 'USSAP, Centre Bouffard-Vercelli, 66000, Cerbère, France', 'Interactive Robotics Lab, CEA LIST DIASI, 92191, Gif Sur Yvette, France', 'CRF La Châtaigneraie, Rue Bernard Astruc, 95180, Menucourt, France'","'Charles Fattal', 'Charles Fattal', 'Violaine Leynaert', 'Isabelle Laffont', 'Axelle Baillet', 'Michel Enjalbert', 'Christophe Leroux', 'Charles Fattal'","[(47.326373612550285, 5.044671580209171), ('', ''), (43.5712183, 3.9852478), ('', ''), (50.41141395, 1.5628027989885926), (42.45797655, 3.16077513158905), (48.7052433, 2.10741), (49.0271853, 1.9794931)]"
Communication Support via a Tele-Operated Robot for Easier Talking: Case/Laboratory Study of Individuals with/Without Autism Spectrum Disorder,"'Graduate School of Engineering Science, Osaka University/JST ERATO Ishiguro Symbiotic Human-Robot Interaction Project, 1-3 Machikane-yama, Toyonaka, Osaka, 560-8531, Japan', 'Research Center for Child Mental Development, Kanazawa University, 13-1 Takaramachi, Kanazawa, Ishikawa, 920-8640, Japan', 'AIST, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan', 'Donguri Psycho Developmental Clinic for Developmental Disorder, 14-5, 4 Minami-Karasu-yama, Setagaya, Tokyo, 157-0062, Japan'","'Jiro Shimaya,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro', 'Hirokazu Kumazaki', 'Yoshio Matsumoto', 'Masutomo Miyao'","[(34.7862025, 135.4737093), (36.5581796, 136.6716308), (36.0833265, 140.077279), ('', '')]"
User-Adaptive Interaction in Social Robots: A Survey Focusing on Non-physical Interaction,"'Institute of Systems and Robotics, University of Coimbra, 3030-290, Coimbra, Portugal', 'Khalifa University of Science, Technology and Research (KUSTAR), Abu Dhabi, UAE'","'Gonçalo S. Martins,\xa0Luís Santos\xa0&\xa0Jorge Dias', 'Jorge Dias'","[(40.20727145, -8.425504708876376), (24.4538352, 54.3774014)]"
Impacts of Visual Occlusion and Its Resolution in Robot-Mediated Social Collaborations,"'CARIS Lab, Mechanical Engineering Department, University of British Columbia, Vancouver, Canada'","'Sina Radmard,\xa0AJung Moon\xa0&\xa0Elizabeth A. Croft'","[(49.25783145, -123.24624198622213)]"
Social Robots and Seniors: A Comparative Study on the Influence of Dynamic Social Features on Human–Robot Interaction,"'Autonomous Systems and Biomechatronics Laboratory (ASBLab), Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, M5S 3G8, Canada', 'Intelligent Assistive Technology and Systems Lab (IATSL), University of Toronto and Toronto Rehabilitation Institute, University Health Network, 500 University Ave, Toronto, ON, M5G 1V7, Canada', 'AGE-WELL Network of Centres of Excellence Inc., 550 University Ave, Toronto, ON, M5G 2A2, Canada'","'Christina Moro,\xa0Shayne Lin\xa0&\xa0Goldie Nejat', 'Christina Moro\xa0&\xa0Alex Mihailidis', 'Christina Moro,\xa0Goldie Nejat\xa0&\xa0Alex Mihailidis'","[(43.6599059, -79.394085), ('', ''), (46.2594778, -63.14066377020289)]"
"Softness, Warmth, and Responsiveness Improve Robot Hugs","'Haptics Group, GRASP Laboratory, University of Pennsylvania, Philadelphia, USA', 'Haptic Intelligence Department, Max Planck Institute for Intelligent Systems, Stuttgart, Germany', 'Max Planck ETH Center for Learning Systems, Zurich, Switzerland'","'Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker', 'Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker', 'Alexis E. Block\xa0&\xa0Katherine J. Kuchenbecker'","[(39.9493382, -75.1896439962691), (48.7784485, 9.1800132), (47.3744489, 8.5410422)]"
Investigation of Causal Relationship Between Touch Sensations of Robots and Personality Impressions by Path Analysis,"'Graduate School of Engineering, Osaka University, 2-1 Yamadaoka, Suita, Osaka, Japan', 'Research Center for Child Mental Development, Kanazawa University, 13-1 Takaramachi, Kanazawa, Ishikawa, Japan'","'Yuki Yamashita,\xa0Hisashi Ishihara\xa0&\xa0Minoru Asada', 'Takashi Ikeda'","[(34.8209154, 135.5242456), (36.5581796, 136.6716308)]"
The Background Context Condition for the Uncanny Valley Hypothesis,"'Department of Logic and Cognitive Science, Institute of Psychology, Reasoning Research Group, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Institute of Psychology, Reasoning Research Group, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Department of Logic and Cognitive Science, Institute of Psychology, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland', 'Faculty of Mathematics and Computer Science, Adam Mickiewicz University, ul. H. Wieniawskiego 1, Poznan, Poland'","'Paweł Łupkowski', 'Marek Rybka', 'Dagmara Dziedzic', 'Wojciech Włodarczyk'","[('', ''), (47.0771663, 15.450917), ('', ''), (52.4006632, 16.91973259178088)]"
Estimating Children’s Social Status Through Their Interaction Activities in Classrooms with a Social Robot,"'ATR, 2-2-2, Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Osaka University, 1-3, Machikaneyama, Toyonaka, Osaka, 560-8531, Japan'","'Tsuyoshi Komatsubara,\xa0Masahiro Shiomi,\xa0Thomas Kaczmarek\xa0&\xa0Takayuki Kanda', 'Hiroshi Ishiguro'","[(34.7445855, 135.7654296), (34.7862025, 135.4737093)]"
Human Understanding of Robot Motion: The Role of Velocity and Orientation,"'Department of Psychology, Eberhard Karls Universität Tübingen, Tübingen, Germany', 'Institute of Media Studies, Eberhard Karls Universität Tübingen, Tübingen, Germany', 'Stuttgart, Germany'","'Frank Papenmeier', 'Meike Uhrig', 'Alexandra Kirsch'","[(48.5298981, 9.040432300509686), (48.5298981, 9.040432300509686), (48.7784485, 9.1800132)]"
Editorial,"'National University of Singapore, Singapore, Singapore', 'Stanford University, Stanford, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[(1.31963845, 103.81870487181146), (37.431313849999995, -122.16936535498309)]"
Preliminary Results on Reducing the Workload of Assistive Vehicle Users: A Collaborative Driving Approach,"'Department of Electronic Engineering, Universidad Técnica Federico Santa María, Valparaiso, Chile'",'Eduardo González\xa0&\xa0Fernando A. Auat\xa0Cheein',"[(-33.035183149999995, -71.59528445233704)]"
Developing Joint Attention for Children with Autism in Robot-Enhanced Therapy,"'Department of Clinical Psychology and Psychotherapy, Babeş-Bolyai University, No. 37 Republicii Street, AVALON Building, 400015, Cluj-Napoca, Romania', 'Department of Oncological Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, USA'","'Daniel O. David,\xa0Cristina A. Costescu,\xa0Silviu Matu,\xa0Aurora Szentagotai\xa0&\xa0Anca Dobrean', 'Daniel O. David'","[(46.7677836, 23.59197655428016), (40.789793, -73.95325355721154)]"
Age- and Gender-Based Differences in Children’s Interactions with a Gender-Matching Robot,"'School of Science and Technology, Nazarbayev University, 53 Kabanbay Batyr Avenue, Astana, Kazakhstan', 'University College Dublin, Belfield, Dublin 4, Ireland'","'Anara Sandygulova', 'Gregory M. P. O’Hare'","[(51.0904348, 71.39836834273265), (53.3136446, -6.234826460933892)]"
Factors Affecting the Acceptability of Social Robots by Older Adults Including People with Dementia or Cognitive Impairment: A Literature Review,"'School of Nursing and Midwifery, National University of Ireland, Galway, Ireland', 'Loretto Heights School of Nursing, Regis University, Denver, CO, USA'","'Sally Whelan,\xa0Kathy Murphy,\xa0Eva Barrett,\xa0Adam Santorelli\xa0&\xa0Dympna Casey', 'Cheryl Krusche'","[('', ''), (39.789711100000005, -105.03136946717461)]"
Multiple-Robot Conversational Patterns for Concealing Incoherent Responses,"'Osaka University, Osaka, Japan', 'JST ERATO, Osaka, Japan'","'Tsunehiro Arimoto,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro', 'Tsunehiro Arimoto,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro'","[(34.51119925, 135.63144797553792), (34.661629000000005, 135.49992679245517)]"
"Design and Impact of a Teacher Training Course, and Attitude Change Concerning Educational Robotics","'The BioRobotics Institute, Scuola Superiore Sant’Anna, Viale Rinaldo Piaggio 34, 56025, Pontedera, Pisa, Italy', 'Department of Educational Science and Psychology, University of Florence, Via Laura, 48, 50121, Florence, Italy'","'Emanuela Castro,\xa0Francesca Cecchi,\xa0Pericle Salvini,\xa0Massimiliano Valente,\xa0Elisa Buselli\xa0&\xa0Paolo Dario', 'Laura Menichetti\xa0&\xa0Antonio Calvani'","[(43.6613735, 10.6297171), (43.775769, 11.2636968)]"
"The Effects of Humanlike and Robot-Specific Affective Nonverbal Behavior on Perception, Emotion, and Behavior","'RWTH Aachen University, Theaterplatz 14, 52062, Aachen, Germany', 'University of Duisburg-Essen, Forsthausweg 2, 47048, Duisburg, Germany'","'Astrid M. Rosenthal-von\xa0der\xa0Pütten', 'Astrid M. Rosenthal-von\xa0der\xa0Pütten,\xa0Nicole C. Krämer\xa0&\xa0Jonathan Herrmann'","[(50.77202575, 6.087395356689768), (51.4277924, 6.801018922822806)]"
Model of Dual Anthropomorphism: The Relationship Between the Media Equation Effect and Implicit Anthropomorphism,"'HIT Lab NZ, University of Canterbury, Christchurch, New Zealand', 'Hiroshi Ishiguro Laboratory, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'CITEC, Bielefeld University, Bielefeld, Germany', 'Department of System Innovation, Graduate School of Engineering Science, Osaka University, Osaka, Japan'","'Jakub Złotowski\xa0&\xa0Christoph Bartneck', 'Jakub Złotowski,\xa0Hidenobu Sumioka,\xa0Shuichi Nishio\xa0&\xa0Hiroshi Ishiguro', 'Friederike Eyssel', 'Hiroshi Ishiguro'","[(-43.5240894, 172.5803057563435), (35.021041, 135.7556075), (52.0376885, 8.493223283579532), (34.51119925, 135.63144797553792)]"
Assistive Robotic Technology to Combat Social Isolation in Acute Hospital Settings,"'Personal Robotics Lab, Department of Electrical and Electronic Engineering, Imperial College, London, UK', 'Magill Department of Anaesthesia, Intensive Care Medicine and Pain Management, Chelsea and Westminster Hospital, London, UK', 'Department of Psychology, University of Westminster, London, UK', 'Department of Surgery and Cancer, Faculty of Medicine, Imperial College, London, UK'","'Miguel Sarabia\xa0&\xa0Yiannis Demiris', 'Noel Young,\xa0Kelly Canavan\xa0&\xa0Marcela P. Vizcaychipi', 'Trudi Edginton', 'Marcela P. Vizcaychipi'","[(51.4989595, -0.17564069276310426), (51.4843131, -0.1813432723044543), (51.5168987, -0.14330516808711596), (51.490036200000006, -0.17208084909883567)]"
Supporting Human Autonomy in a Robot-Assisted Medication Sorting Task,"'Tufts University, Medford, MA, USA', 'Northwestern University, Evanston, IL, USA'","'Jason R. Wilson,\xa0Nah Young Lee,\xa0Annie Saechao,\xa0Linda Tickle-Degnen\xa0&\xa0Matthias Scheutz', 'Jason R. Wilson'","[(42.40649125, -71.11800725402092), (42.0557157, -87.67529454739416)]"
Editorial,"'Social Robotics Lab, National University of Singapore, 4 Engineering Drive 3, Singapore, 117576, Singapore', 'Stanford Robotics Lab, Stanford University, 353 Serra Mall, Stanford, CA, 94305, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[(1.31963845, 103.81870487181146), (37.43013785, -122.17353449841144)]"
A Robot that Distributes Flyers to Pedestrians in a Shopping Mall,"'Department of Systems Innovation, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, 560-8531, Japan', 'Advanced Telecommunications Research Institute International IRC/HIL, 2-2-2 Hikaridai, Keihana Science City, Kyoto, 610-0228, Japan'","'Chao Shi\xa0&\xa0Hiroshi Ishiguro', 'Satoru Satake,\xa0Takayuki Kanda\xa0&\xa0Hiroshi Ishiguro'","[(34.7862025, 135.4737093), (42.4524071, 140.0605624)]"
The More the Merrier? Effects of Humanlike Learning Abilities on Humans’ Perception and Evaluation of a Robot,"'University of Duisburg-Essen, Forsthausweg 2, 47048, Duisburg, Germany'",'Astrid M. Rosenthal-von\xa0der\xa0Pütten\xa0&\xa0Jens Hoefinghoff',"[(51.4277924, 6.801018922822806)]"
Social Acceptance of Robots in Different Occupational Fields: A Systematic Literature Review,"'Faculty of Social Sciences, University of Tampere, 33014, Tampere, Finland'","'Nina Savela,\xa0Tuuli Turja\xa0&\xa0Atte Oksanen'","[('', '')]"
Here Comes the Bad News: Doctor Robot Taking Over,"'Department of Communication Science, Vrije Universiteit Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands', 'Psychological Sciences, University of California, Merced, Merced, CA, USA'","'Johan F. Hoorn', 'Sonja D. Winter'","[(52.3334124, 4.8657866), (37.3651866, -120.42273040717912)]"
Model of Side-by-Side Walking Without the Robot Knowing the Goal,"'Intelligent Robotics and Communication Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan', 'Graduate school of Engineering Science, Osaka University, Toyonaka-shi, Osaka, Japan'","'Deneth Karunarathne,\xa0Yoichi Morales,\xa0Takayuki Kanda\xa0&\xa0Hiroshi Ishiguro', 'Deneth Karunarathne\xa0&\xa0Hiroshi Ishiguro'","[(35.021041, 135.7556075), (34.8040284, 135.4506376)]"
"“I Know That Now, I’m Going to Learn This Next” Promoting Self-regulated Learning with a Robotic Tutor","'Department of Electronic, Electrical and Systems Engineering, School of Engineering, University of Birmingham, Birmingham, B15 2TT, UK', 'Institute of Education, University College London, London, UK', 'Department of Information Technology, Uppsala University, Uppsala, Sweden'","'Aidan Jones', 'Susan Bull', 'Ginevra Castellano'","[(52.4522956, -1.9312856726008194), (51.52420305, -0.13300072425929543), (59.8617859, 17.6376705)]"
Affective Touch in Human–Robot Interaction: Conveying Emotion to the Nao Robot,"'School of Informatics, University of Skövde, Skövde, Sweden', 'Department of Information Technology, Uppsala University, Uppsala, Sweden', 'Department of Applied IT, University of Gothenburg, Gothenburg, Sweden'","'Rebecca Andreasson,\xa0Beatrice Alenljung\xa0&\xa0Erik Billing', 'Rebecca Andreasson', 'Robert Lowe'","[('', ''), (59.8617859, 17.6376705), (57.69854645, 11.971242155543006)]"
Public Acceptance of Fundamental Rights via a Telepresence Robot and a Video Call Stand in South Korea,"'Graduate School of Future Strategy, Korea Advanced Institute of Science and Technology, N5 2250, KAIST, 291 Daehak-ro, Yuseong-gu, Korea'",'Ilhan Bae',"[(36.3697191, 127.36253700115094)]"
Can Using Pointing Gestures Encourage Children to Ask Questions?,"'ATR, 2-2-2, Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Osaka University, 1-3, Machikaneyama, Toyonaka, Osaka, 560-8531, Japan'","'Tsuyoshi Komatsubara,\xa0Masahiro Shiomi\xa0&\xa0Takayuki Kanda', 'Hiroshi Ishiguro'","[(34.7445855, 135.7654296), (34.7862025, 135.4737093)]"
SPRinT: A Mixed Approach to a Hand-Held Robot Interface for Telepresence,"'Department of Computer Science and Engineering, Korea University, Seoul, Korea'",'Jonggil Ahn\xa0&\xa0Gerard Jounghyun Kim',"[(37.587963099999996, 127.03234540101607)]"
Robots for Learning,"'CHILI/ LSRO Labs, École polytechnique fédérale de Lausanne, EPFL IC IINFCOM CHILI RLC D1 740 (Rolex Learning Center) Station 20, 1015, Lausanne, Switzerland', 'Department of Information Technology, Uppsala University, Lägerhyddsvägen 2, 751 05, Uppsala, Sweden', 'Faculty of Engineering, Information and Systems, University of Tsukuba, Tennodai 1-1-1, Tsukuba, Ibaraki, 305-8573, Japan', 'Department of Mathematics, Science and Technology (Box 8), Teachers College - Columbia University, 525 West 120th Street, New York, NY, 10027, USA'","'Wafa Johal', 'Ginevra Castellano', 'Fumihide Tanaka', 'Sandra Okita'","[(46.5232041, 6.5899004), (59.8415317, 17.6480565), (36.1070526, 140.10066020403983), (40.81025805, -73.96066072603183)]"
Between the Social and the Technical: Negotiation of Human-Centered Robotics Design in a Middle School Classroom,"'School of Informatics and Computing, Indiana University, 901 E. 10th. St., Bloomington, IN, 47408, USA', 'School of Education, Indiana University, 201 N. Rose Ave., Bloomington, IN, 47405, USA', 'College of Engineering and Mines, University of Alaska Fairbanks, PO Box 756660, Fairbanks, AK, 99775, USA'","'Selma Šabanović\xa0&\xa0Matthew Francisco', 'Andrea Gomoll,\xa0Erin Tolar\xa0&\xa0Cindy E. Hmelo-Silver', 'Orion Lawlor'","[(39.17197885, -86.52315840830605), (39.16701535, -86.51250049088785), (64.86534085, -147.8426097192497)]"
Directing Attention Through Gaze Hints Improves Task Solving in Human–Humanoid Interaction,"'Department of Industrial Design, Eindhoven University of Technology, Eindhoven, Netherlands', 'Technical Research Centre for Dependency Care and Autonomous Living (CETpD), Universitat Politècnica de Catalunya, Vilanova i la Geltrú, Barcelona, Spain'","'Eunice Mwangi,\xa0Emilia I. Barakova\xa0&\xa0Matthias Rauterberg', 'Marta Díaz-Boladeras\xa0&\xa0Andreu Català Mallofré'","[(51.4486602, 5.4903995655080475), (41.2241992, 1.7256327)]"
Adaptive Robotic Tutors that Support Self-Regulated Learning: A Longer-Term Investigation with Primary School Children,"'Department of Electronic, Electrical and Systems Engineering, School of Engineering, University Of Birmingham, Birmingham, B15 2TT, United Kingdom', 'Department of Information Technology, Uppsala University, Uppsala, Sweden'","'Aidan Jones', 'Ginevra Castellano'","[(52.4522956, -1.9312856726008194), (59.8617859, 17.6376705)]"
How Could Companion Robots Be Useful in Rural Schools?,"'Department of Psychological Medicine, University of Auckland, Auckland, New Zealand', 'Occupational Therapy, Tufts University, Boston, MA, USA', 'Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand', 'La Salle, Ramon Lull University, Barcelona, Spain'","'Elizabeth Broadbent\xa0&\xa0Hayley Robinson', 'Danielle Alexis Feerst', 'Seung Ho Lee,\xa0Ho Seok Ahn\xa0&\xa0Bruce A. MacDonald', 'Jordi Albo-Canals'","[(-36.8524464, 174.7704546), (42.3495453, -71.06305785995104), (-36.8524464, 174.7704546), (41.4069123, 2.132330746020598)]"
A Pilot Study of the KIBO Robot in Children with Severe ASD,"'Center for Engineering Education and Outreach, Tufts University, Boston, USA', 'DevTech Research Group, Tufts University, Boston, USA', 'Amsterdam School of Communication Research (ASCoR), University of Amsterdam, Amsterdam, The Netherlands', 'Robotics Lab, Windesheim Flevoland, Almere, The Netherlands'","'Jordi Albo-Canals\xa0&\xa0Daniel Hannon', 'Emily Relkin,\xa0Kaitlyn Leidl\xa0&\xa0Marina Umaschi Bers', 'Alexandre Barco Martelo', 'Marcel Heerink\xa0&\xa0Martina Heinemann'","[(42.3495453, -71.06305785995104), (42.3495453, -71.06305785995104), (52.36813335, 4.889804155733945), (52.3703771, 5.2221259)]"
Guidelines for Designing Social Robots as Second Language Tutors,"'Centre for Robotics and Neural Systems, Plymouth University, Plymouth, UK', 'IDLab – imec, Ghent University, Ghent, Belgium', 'Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, The Netherlands', 'Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany', 'Department of Special Education: Cognitive and Motor Disabilities, Utrecht University, Utrecht, The Netherlands', 'Department of Psychology, College of Social Sciences and Humanities, Koç University, Istanbul, Turkey', 'SoftBank Robotics, Paris, France'","'Tony Belpaeme,\xa0James Kennedy,\xa0Fotios Papadopoulos\xa0&\xa0Christopher D. Wallbridge', 'Tony Belpaeme', 'Paul Vogt,\xa0Mirjam de Haas,\xa0Bram Willemsen,\xa0Jan de Wit\xa0&\xa0Emiel Krahmer', 'Kirsten Bergmann,\xa0Thorsten Schodde,\xa0Laura Hoffmann\xa0&\xa0Stefan Kopp', 'Rianne van den Berghe,\xa0Ora Oudgenoeg-Paz\xa0&\xa0Josje Verhagen', 'Tilbe Göksun,\xa0Junko Kanero,\xa0Aylin C. Küntay,\xa0Vasfiye Geçkin,\xa0Ezgi Mamus\xa0&\xa0Cansu Oranç', 'Jean-Marc Montanier\xa0&\xa0Amit Kumar Pandey'","[(50.37566725000001, -4.139366604170018), (51.0134062, 3.7093839), (51.56306085, 5.043598467727852), (52.0376885, 8.493223283579532), (52.08340265, 5.148315067762755), (41.20315895, 29.072865356234708), (48.8285551, 2.2740041)]"
Sociorobotics,"'University of Kansas, Lawrence, KS, USA', 'Qatar University, Doha, Qatar', 'Georgia Institute of Technology, Atlanta, GA, USA', 'University Carlos III de Madrid, Madrid, Spain', 'Wichita State University, Wichita, KS, USA'","'Arvin Agah', 'John-John Cabibihan', 'Ayanna Howard', 'Miguel A. Salichs', 'Hongsheng He'","[(38.953491799999995, -95.26308879955823), (25.3719714, 51.48795786318291), (33.776033, -84.39884086001581), ('', ''), (37.71934295, -97.28988783173023)]"
Faces of Emotion: Investigating Emotional Facial Expressions Towards a Robot,"'University of Würzburg, Würzburg, Germany'",'Isabelle M. Menne\xa0&\xa0Frank Schwab',"[('', '')]"
The Essence of Ethical Reasoning in Robot-Emotion Processing,"'Centre for Artificial Intelligence (CAI), University of Technology Sydney, Sydney, Australia'","'Suman Ojha,\xa0Mary-Anne Williams\xa0&\xa0Benjamin Johnston'","[(-33.88321735, 151.20036690524597)]"
Human–Robot Facial Expression Reciprocal Interaction Platform: Case Studies on Children with Autism,"'Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Faculty of Humanities, West Tehran Branch, Islamic Azad University, Tehran, Iran'","'Ali Ghorbandaei\xa0Pour,\xa0Alireza Taheri,\xa0Minoo Alemi\xa0&\xa0Ali Meghdari', 'Minoo Alemi'","[(35.7024933, 51.35171721214843), (35.664338799999996, 50.96991328785655)]"
Teaching Robot Navigation Behaviors to Optimal RRT Planners,"'School of Engineering, Universidad Pablo de Olavide, Crta. Utrera km 1, Seville, Spain', 'Department of System Engineering and Automation, University of Seville, Camino de los Descubrimientos, s/n, Seville, Spain'","'Noé Pérez-Higueras\xa0&\xa0Luis Merino', 'Fernando Caballero'","[(37.356080899999995, -5.938167775804539), ('', '')]"
Developing a Prototyping Method for Involving Children in the Design of Classroom Robots,"'Department of Information Technology, Uppsala University, Uppsala, Sweden', 'Design, Technology and Society Program, Koç University, Istanbul, Turkey', 'KUAR, Media and Visual Arts Department, Koç University, Istanbul, Turkey', 'Department of Applied IT, University of Gothenburg, Gothenburg, Sweden'","'Mohammad Obaid', 'Gökçe Elif Baykal', 'Asım Evren Yantaç', 'Wolmet Barendregt'","[(59.8617859, 17.6376705), (41.20315895, 29.072865356234708), (41.20315895, 29.072865356234708), (57.69854645, 11.971242155543006)]"
Socially Assistive Robot for Providing Recommendations: Comparing a Humanoid Robot with a Mobile Application,"'Department of Physics, University of Naples Federico II, Naples, Italy', 'Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy'","'Silvia Rossi\xa0&\xa0Anna Tamburro', 'Mariacarla Staffa'","[('', ''), ('', '')]"
Analyzing the Impact of Different Feature Queries in Active Learning for Social Robots,"'Department of Systems Engineering and Automation, Universidad Carlos III de Madrid, Leganés, Spain'","'V. Gonzalez-Pacheco,\xa0M. Malfaz,\xa0A. Castro-Gonzalez,\xa0J. C. Castillo,\xa0F. Alonso\xa0&\xa0M. A. Salichs'","[(40.33279735, -3.7653448525956508)]"
Avoiding the Content Treadmill for Robot Personalities,"'Misty Robotics, Inc., 2540 Frontier Ave., Suite 101, Boulder, CO, 80301, USA'",'Daniel H. Grollman',"[('', '')]"
Editorial,"'Social Robotics Laboratory, Smart Systems Institute, National University of Singapore, Singapore, Singapore', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[(1.31963845, 103.81870487181146), (37.431313849999995, -122.16936535498309)]"
Can Human–Robot Interaction Promote the Same Depth of Social Information Processing as Human–Human Interaction?,"'Human-Computer Interaction Lab., Department of Computer Science, Hanyang University, 222 Wangsimni-ro, Seongdong-gu, Seoul, 133-791, South Korea', 'Computer Graphics & Animation Lab., Department of Computer Science, Hanyang University, 222 Wangsimni-ro, Seongdong-gu, Seoul, 133-791, South Korea'","'Mingyu Kim\xa0&\xa0Kwanguk Kim', 'Taesoo Kwon'","[(37.556987649999996, 127.04708932071554), (37.556987649999996, 127.04708932071554)]"
